timestamp,co2[ppm],heartbeat[undefined],humidity[%],particulate[undefined],pm10p0[ug/m^3],pm1p0[ug/m^3],pm2p5[ug/m^3],pressure[Pa],temperature[°F]
2023-08-11T03:11:26-04:00,498.4,---,54.21,---,3.7,2.3,3.7,96879.4,77.5
2023-08-11T03:30:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-11T03:48:19-04:00,498.3,---,54.21,---,3.6,2,3.4,96872.7,77.4
2023-08-11T04:05:19-04:00,497.4,---,54.24,---,4.4,2.3,4.2,96881.2,77.3
2023-08-11T04:22:21-04:00,503.8,---,54.05,---,3.8,2.5,3.7,96871.8,77.4
2023-08-11T04:39:21-04:00,502.6,---,54.15,---,5,2.2,4.5,96890.4,77.2
2023-08-11T04:56:21-04:00,497.7,---,54.23,---,5,2.6,4.6,96883.2,77.3
2023-08-11T05:14:21-04:00,499.4,---,54.28,---,4.6,2.9,4.5,96911.4,77.3
2023-08-11T05:32:21-04:00,496.9,---,54.68,---,4.4,2.4,4.3,96929.4,77.3
2023-08-11T05:50:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-11T06:08:27-04:00,489.8,---,50.99,---,3.6,2,3.6,97000,77.2
2023-08-11T06:26:23-04:00,484,---,49.49,---,4.9,2.6,4.2,97020.8,76.9
2023-08-11T06:43:23-04:00,477.8,---,49,---,5.1,2.8,4.7,97050.1,76.5
2023-08-11T07:01:23-04:00,471.3,---,48.97,---,5.7,2.9,5.3,97055.7,76.2
2023-08-11T07:19:23-04:00,466.4,---,49.14,---,6,2.6,5.9,97074.5,75.9
2023-08-11T07:35:24-04:00,457.7,---,49.97,---,5.3,2.8,5,97088.4,75.8
2023-08-11T07:53:24-04:00,456.4,---,52.34,---,5.3,3,5.3,97112.7,75.7
2023-08-11T08:11:24-04:00,454.1,---,55.08,---,5,2.3,4.8,97128.1,75.9
2023-08-11T08:29:25-04:00,454.7,---,55.66,---,5.8,3,5.5,97132.7,76
2023-08-11T08:47:25-04:00,455.3,---,55.73,---,6.3,2.6,5.6,97156.4,76.2
2023-08-11T09:05:25-04:00,489.9,---,56.06,---,4.2,2.3,4.1,97157.3,76.5
2023-08-11T09:22:26-04:00,486.2,---,55.77,---,5.6,2.8,5.4,97163.8,76.8
2023-08-11T09:40:27-04:00,502.3,---,54.25,---,4.3,2.3,4.1,97186.7,77.2
2023-08-11T09:59:26-04:00,508.9,---,52,---,3.5,1.6,3.5,97189.5,77.2
2023-08-11T10:16:28-04:00,510.3,---,51.04,---,3,1.6,3,97210.4,77.1
2023-08-11T10:34:26-04:00,516,---,50.57,---,2.9,1.6,2.8,97228.8,77.1
2023-08-11T10:51:27-04:00,530.3,---,50.62,---,2.3,1.3,2.3,97241,77.1
2023-08-11T11:08:27-04:00,---,---,51.23,---,---,---,---,---,77.4
2023-08-11T11:25:27-04:00,493.1,---,51.44,---,1.9,0.9,1.8,97267.8,77.5
2023-08-11T11:43:28-04:00,511.8,---,52.12,---,1.6,0.7,1.6,97293.7,77.5
2023-08-11T12:00:28-04:00,493.8,---,51.98,---,1.2,0.9,1.2,97275.6,77.7
2023-08-11T12:19:29-04:00,503.9,---,51.73,---,1.5,0.6,1.5,97298.2,77.7
2023-08-11T12:37:29-04:00,494.3,---,51.34,---,1.6,0.8,1.4,97292.3,77.7
2023-08-11T12:54:28-04:00,495.7,---,51.29,---,1.4,0.7,1.4,97286.8,77.8
2023-08-11T13:12:29-04:00,506.7,---,51.23,---,1.2,0.4,1.2,97303.6,77.9
2023-08-11T13:30:29-04:00,499.3,---,50.66,---,2.9,1.4,2.5,97313.8,78
2023-08-11T13:48:30-04:00,495.8,---,50.24,---,1.1,0.6,1,97313.3,78.2
2023-08-11T14:05:30-04:00,519.3,---,50.57,---,1.4,0.7,1.4,97311.6,78.1
2023-08-11T14:23:30-04:00,512.6,---,50.66,---,0.7,0.3,0.7,97321.4,78
2023-08-11T14:40:31-04:00,517.4,---,50.2,---,0.8,0.7,0.8,97318.9,78.2
2023-08-11T14:59:37-04:00,496.3,---,49.63,---,0.9,0.5,0.8,97305,78.3
2023-08-11T15:17:32-04:00,481.3,---,49.86,---,0.9,0.3,0.9,97298.8,78.3
2023-08-11T15:34:32-04:00,504.8,---,50.13,---,0.7,0.3,0.7,97294.7,78.1
2023-08-11T15:52:32-04:00,485.4,---,49.9,---,0.6,0.3,0.5,97297.6,78.2
2023-08-11T16:10:32-04:00,494.7,---,49.8,---,0.8,0.5,0.8,97304.3,78.2
2023-08-11T16:28:35-04:00,503.9,---,49.69,---,1.7,0.9,1.5,97314.2,78.2
2023-08-11T16:46:34-04:00,503.6,---,49.61,---,2,1.1,1.8,97314.2,78.3
2023-08-11T17:04:34-04:00,482.5,---,49.5,---,2,1,1.9,97305,78.3
2023-08-11T17:21:35-04:00,469.8,---,49.45,---,1.6,1.1,1.6,97305.7,78.1
2023-08-11T17:40:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-11T17:57:34-04:00,449.4,---,50.16,---,1.7,0.7,1.4,97299.2,77.7
2023-08-11T18:14:34-04:00,445.5,---,50.22,---,1,0.7,1,97314.1,77.6
2023-08-11T18:32:34-04:00,439.9,---,50.35,---,1.1,0.5,1.1,97316.5,77.4
