timestamp,co2[ppm],heartbeat[undefined],humidity[%],no2[ppb],particulate[undefined],pm10p0[ug/m^3],pm1p0[ug/m^3],pm2p5[ug/m^3],pressure[Pa],temperature[°F]
2023-04-06T08:34:08-04:00,---,---,50.9,---,---,---,---,---,---,---
2023-04-06T09:03:26-04:00,666.3,---,49.44,106.42,---,1.4,0.3,0.9,---,71.8
2023-04-06T09:33:23-04:00,---,---,---,---,---,---,---,---,98466.2,---
2023-04-06T10:11:44-04:00,550.6,---,45.45,94.8,---,0.8,0.1,0.4,98520.9,71.7
2023-04-06T10:50:27-04:00,---,---,42.78,---,---,0.4,0.1,0.4,---,---
2023-04-06T11:27:58-04:00,498.3,---,41.84,71.42,---,0.3,0,0.3,98598,72.9
2023-04-06T12:00:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-06T12:38:26-04:00,628.6,---,42.3,63.4,---,0.4,0,0.3,98660,72.4
2023-04-06T13:10:31-04:00,701.2,---,---,---,---,---,---,---,98645.6,---
2023-04-06T13:58:34-04:00,750.3,---,---,---,---,---,---,---,98670.6,---
2023-04-06T14:27:46-04:00,---,---,39.78,49.63,---,0,0,0,---,72.8
2023-04-06T15:02:32-04:00,---,---,---,68.4,---,---,---,---,---,---
2023-04-06T15:40:19-04:00,490,---,38.26,73.72,---,0,0,0,98681.8,71.1
2023-04-06T16:21:13-04:00,---,---,---,---,---,---,---,---,---,70.7
2023-04-06T16:58:39-04:00,---,---,42.08,---,---,0,0,0,---,---
2023-04-06T17:35:37-04:00,469.6,---,42.58,53.27,---,0.2,0,0.2,---,70.3
2023-04-06T18:16:00-04:00,464.4,---,41.43,29.79,---,0.3,0,0.2,98752.4,71.6
2023-04-06T18:52:37-04:00,455.8,---,42.36,24.03,---,0.1,0,0.1,98845.2,70.5
2023-04-06T19:27:49-04:00,---,---,---,---,---,---,---,---,---,69.8
2023-04-06T20:05:35-04:00,---,---,---,---,---,---,---,---,98859.2,---
2023-04-06T20:46:28-04:00,---,---,---,30.05,---,---,---,---,---,---
2023-04-06T21:20:57-04:00,450,---,---,---,---,---,---,---,---,---
2023-04-06T21:53:23-04:00,---,---,---,---,---,0.5,0.4,0.5,---,---
2023-04-06T22:24:44-04:00,443.1,---,41.48,38.86,---,0.9,0.4,0.9,99031.5,68.2
2023-04-06T23:00:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-06T23:35:44-04:00,442,---,40.56,36.63,---,1,0.5,1,99113.9,67.7
2023-04-07T00:19:45-04:00,436.8,---,40.29,52.11,---,1.2,0.3,1,---,67.3
2023-04-07T00:53:20-04:00,436.1,---,---,---,---,---,---,---,---,---
2023-04-07T01:34:16-04:00,---,---,40.37,---,---,0.8,0.3,0.5,---,66.7
2023-04-07T02:10:31-04:00,432.5,---,---,---,---,---,---,---,99114.7,---
2023-04-07T02:49:58-04:00,---,---,---,---,---,---,---,---,99111.5,---
2023-04-07T03:31:24-04:00,---,---,---,---,---,---,---,---,99098,---
2023-04-07T04:10:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-07T04:44:41-04:00,429.9,---,38.86,61.49,---,1.5,1,1.5,99156.5,66
2023-04-07T05:22:30-04:00,---,---,39.6,---,---,1.1,0.6,1,---,65.7
2023-04-07T06:06:53-04:00,---,---,39.32,69.72,---,1.3,0.6,1.3,---,65.3
2023-04-07T06:40:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-07T07:15:54-04:00,431.3,---,30.12,95.78,---,0.3,0,0.3,99300.2,71
2023-04-07T07:49:02-04:00,567.1,---,---,239.42,---,0.6,0,0.5,---,---
2023-04-07T08:28:33-04:00,653.9,---,---,---,---,---,---,---,99375,---
2023-04-07T09:00:19-04:00,---,---,30.33,---,---,0.3,0.1,0.3,---,---
2023-04-07T09:34:55-04:00,649.3,---,30.18,267.79,---,0.4,0,0.3,99487,72.2
2023-04-07T10:11:28-04:00,---,---,30.27,---,---,---,---,---,---,72.3
2023-04-07T10:39:05-04:00,---,---,---,---,---,---,---,---,99515.5,---
2023-04-07T11:13:38-04:00,496.8,---,---,---,---,---,---,---,---,---
2023-04-07T11:45:01-04:00,488.2,---,27.47,271.73,---,0,0,0,---,72.6
2023-04-07T12:18:58-04:00,---,---,---,---,---,---,---,---,---,72
2023-04-07T12:47:28-04:00,---,---,---,---,---,---,---,---,99518.8,---
2023-04-07T13:27:46-04:00,757.9,---,---,---,---,---,---,---,99531.7,---
2023-04-07T13:58:12-04:00,---,---,27.34,---,---,---,---,---,---,---
2023-04-07T14:32:56-04:00,---,---,26.88,272.41,---,0.2,0,0.1,---,73.8
2023-04-07T15:16:59-04:00,494.3,---,25.93,275.22,---,0.1,0,0,99470,73.8
2023-04-07T15:57:02-04:00,477.8,---,26.3,282.89,---,0,0,0,99436.8,76.5
2023-04-07T16:37:39-04:00,---,---,---,---,---,---,---,---,99409.1,---
2023-04-07T17:13:08-04:00,460,---,28.04,223.45,---,0.4,0,0.3,99405.8,77
2023-04-07T17:44:42-04:00,---,---,---,---,---,---,---,---,99408.6,---
2023-04-07T18:21:09-04:00,450,---,28.37,240.63,---,0,0,0,99437.5,76.3
2023-04-07T18:51:34-04:00,446.3,---,---,---,---,---,---,---,99463.1,---
2023-04-07T19:30:40-04:00,---,---,---,---,---,---,---,---,---,72.3
2023-04-07T20:01:13-04:00,465.4,---,37.13,153.76,---,2.3,0.7,1.3,99486.7,69.7
2023-04-07T20:35:26-04:00,---,---,36.69,---,---,---,---,---,---,68.3
2023-04-07T21:12:09-04:00,451.4,---,37.06,60.37,---,2.1,0.5,1.4,99570.3,67.2
2023-04-07T21:55:06-04:00,443.5,---,---,---,---,---,---,---,99585.8,---
2023-04-07T22:27:22-04:00,---,---,---,---,---,---,---,---,---,66.4
2023-04-07T23:04:32-04:00,---,---,---,---,---,---,---,---,99622.6,---
2023-04-07T23:41:57-04:00,---,---,35.34,53.41,---,1.9,0.6,1.3,---,66
2023-04-08T00:16:09-04:00,436.3,---,34.37,63.21,---,2,0.9,1.7,99634.5,65.8
2023-04-08T00:50:14-04:00,435.1,---,---,---,---,---,---,---,99661.5,---
2023-04-08T01:29:19-04:00,433.6,---,34.19,105.05,---,2.1,1,1.7,99675.9,65.3
2023-04-08T02:05:54-04:00,---,---,---,---,---,---,---,---,---,65.2
2023-04-08T02:40:27-04:00,434.3,---,34.08,131.21,---,1.7,0.5,1.4,---,64.7
2023-04-08T03:23:41-04:00,430.8,---,33.79,123.57,---,1.6,0.7,1.6,99690.4,64.5
2023-04-08T04:02:04-04:00,429,---,33.77,127.47,---,1.5,1,1.5,99713.4,63.9
2023-04-08T04:37:28-04:00,428.9,---,---,---,---,---,---,---,99723.3,---
2023-04-08T05:12:15-04:00,---,---,---,---,---,---,---,---,---,63.3
2023-04-08T05:45:08-04:00,---,---,---,---,---,---,---,---,99755.1,---
2023-04-08T06:27:01-04:00,---,---,33.03,133.06,---,1.9,0.5,1.3,---,63.2
2023-04-08T07:04:44-04:00,430,---,31.49,137.03,---,1,0.6,1,99813.6,63
2023-04-08T07:37:51-04:00,427.2,---,29.72,156.71,---,0.5,0.2,0.4,99859.4,64.7
2023-04-08T08:11:49-04:00,---,---,---,---,---,---,---,---,99921.9,---
2023-04-08T08:57:13-04:00,426.5,---,---,---,---,---,---,---,---,---
2023-04-08T09:37:00-04:00,---,---,---,---,---,---,---,---,---,63.9
2023-04-08T10:10:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-08T10:45:01-04:00,418.8,---,28.29,247.34,---,0.9,0.3,0.7,---,64.3
2023-04-08T11:18:36-04:00,---,---,27.82,251.95,---,0.4,0,0.4,---,64.5
2023-04-08T11:56:58-04:00,---,---,27.55,---,---,---,---,---,---,64.8
2023-04-08T12:26:32-04:00,419.1,---,---,255.32,---,0,0,0,99851.1,---
2023-04-08T13:03:14-04:00,420.8,---,---,---,---,---,---,---,99780.9,---
2023-04-08T13:39:19-04:00,421.9,---,27.58,251.98,---,0.1,0,0,99714.3,65.3
2023-04-08T14:19:47-04:00,424.8,---,26.89,253.95,---,0.3,0,0.2,99669.1,66.6
2023-04-08T14:58:28-04:00,424.6,---,27.1,251.13,---,0.4,0,0.2,99626.4,67.6
2023-04-08T15:35:35-04:00,427.3,---,---,---,---,---,---,---,---,---
2023-04-08T16:17:49-04:00,431.6,---,24.62,272.7,---,0.3,0,0.3,99515.2,73.7
2023-04-08T16:55:50-04:00,430.7,---,---,---,---,---,---,---,---,---
2023-04-08T17:29:18-04:00,431.3,---,25.84,224.22,---,0.8,0,0.8,99478,74.2
2023-04-08T18:07:39-04:00,430.9,---,30.69,207.58,---,0.8,0.2,0.8,---,70.4
2023-04-08T18:42:08-04:00,431.8,---,---,165.7,---,---,---,---,99449.7,---
2023-04-08T19:15:18-04:00,---,---,---,---,---,---,---,---,99431.3,---
2023-04-08T19:49:16-04:00,---,---,---,---,---,---,---,---,---,66
2023-04-08T20:17:26-04:00,432,---,---,64.45,---,---,---,---,99450.9,---
2023-04-08T20:51:08-04:00,433.9,---,---,---,---,---,---,---,99456.8,---
2023-04-08T21:28:03-04:00,---,---,---,13.52,---,---,---,---,---,---
2023-04-08T21:59:51-04:00,433,---,---,---,---,---,---,---,99540.6,---
2023-04-08T22:35:27-04:00,433,---,35.74,-12.28,---,1.8,1.3,1.7,99560.1,---
2023-04-08T23:05:06-04:00,431.9,---,34.13,-23.79,---,2.3,1.1,2.2,99572.8,64
2023-04-08T23:42:33-04:00,428.1,---,32.03,-3.63,---,1,0.5,1,---,63.7
2023-04-09T00:23:57-04:00,---,---,---,---,---,1.2,0.5,1.2,---,---
2023-04-09T01:00:24-04:00,---,---,30.01,100.95,---,0.9,0.4,0.9,---,63.9
2023-04-09T01:32:26-04:00,---,---,---,---,---,---,---,---,99607.3,---
2023-04-09T02:15:17-04:00,---,---,---,---,---,---,---,---,99607.6,---
2023-04-09T02:59:00-04:00,---,---,28.48,---,---,---,---,---,---,---
2023-04-09T03:31:22-04:00,---,---,27.89,221.55,---,0.6,0,0.5,---,64.3
2023-04-09T04:04:02-04:00,---,---,---,---,---,---,---,---,99647.6,---
2023-04-09T04:38:53-04:00,431.5,---,27.3,231.64,---,0.7,0.2,0.5,---,64.3
2023-04-09T05:15:18-04:00,432,---,---,---,---,---,---,---,---,---
2023-04-09T05:50:43-04:00,430.8,---,27.22,246.1,---,1.1,0.3,1.1,99707.7,64.3
2023-04-09T06:30:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-09T07:10:00-04:00,435.3,---,27.66,246.8,---,1.3,0.8,1,---,64.5
2023-04-09T07:48:01-04:00,436.1,---,---,234.69,---,---,---,---,---,---
2023-04-09T08:21:55-04:00,436.5,---,28.95,226.81,---,1.4,0.8,0.8,99860.6,64.4
2023-04-09T09:03:44-04:00,430.7,---,28.72,215.43,---,1.9,0.7,1.2,99870.2,64.4
2023-04-09T09:37:37-04:00,431.4,---,---,214.94,---,---,---,---,99889.2,---
2023-04-09T10:11:55-04:00,---,---,---,---,---,---,---,---,99903.6,---
2023-04-09T10:47:41-04:00,---,---,27.72,---,---,---,---,---,---,65
2023-04-09T11:22:52-04:00,---,---,27.27,231.81,---,0.5,0,0.5,---,---
2023-04-09T11:57:27-04:00,---,---,27.25,239.87,---,0.6,0.1,0.5,---,65.1
2023-04-09T12:34:04-04:00,422.6,---,26.86,241.46,---,0.5,0,0.2,99840.4,66
2023-04-09T13:10:18-04:00,---,---,---,---,---,---,---,---,---,65.4
2023-04-09T13:43:13-04:00,420.1,---,27.46,236.62,---,0.2,0,0.2,99814.1,65.5
2023-04-09T14:20:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-09T14:56:01-04:00,423.8,---,---,---,---,---,---,---,99738.3,---
2023-04-09T15:34:32-04:00,---,---,25.72,237.41,---,0.5,0.1,0.5,---,70.9
2023-04-09T16:16:14-04:00,---,---,24.57,---,---,---,---,---,---,---
2023-04-09T16:53:53-04:00,431.5,---,---,218.74,---,---,---,---,---,---
2023-04-09T17:29:12-04:00,432.9,---,24.97,199.41,---,0.5,0.1,0.5,99609.2,76.2
2023-04-09T18:05:33-04:00,---,---,---,---,---,---,---,---,99580.4,---
2023-04-09T18:44:58-04:00,434.7,---,---,197.13,---,1,0.3,0.5,99565.5,---
2023-04-09T19:22:17-04:00,---,---,28.41,170.62,---,0.5,0.2,0.3,---,72.5
2023-04-09T19:55:52-04:00,436.7,---,33.53,104.88,---,0.7,0.2,0.7,99538.2,69.7
2023-04-09T20:34:11-04:00,---,---,34.66,20.27,---,1.4,0.7,1.1,---,67.3
2023-04-09T21:06:36-04:00,---,---,35.45,-36.04,---,1,0.4,0.8,---,66.5
2023-04-09T21:44:09-04:00,440.3,---,---,---,---,---,---,---,99589.6,---
2023-04-09T22:23:16-04:00,436.2,---,---,---,---,---,---,---,---,---
2023-04-09T22:54:17-04:00,---,---,---,---,---,---,---,---,99589.3,---
2023-04-09T23:30:45-04:00,---,---,---,---,---,---,---,---,---,65.1
2023-04-10T00:05:28-04:00,---,---,---,---,---,---,---,---,99569.5,---
2023-04-10T00:48:33-04:00,441.2,---,37.06,25.57,---,1.9,1,1.8,---,64.5
2023-04-10T01:31:53-04:00,442.7,---,---,---,---,---,---,---,99559.8,---
2023-04-10T02:00:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-10T02:35:06-04:00,---,---,35.93,65.75,---,2.8,1.4,2.1,---,64.8
2023-04-10T03:05:55-04:00,435.8,---,---,---,---,---,---,---,---,---
2023-04-10T03:39:18-04:00,433.4,---,---,61.98,---,---,---,---,99492,---
2023-04-10T04:16:52-04:00,432.5,---,---,---,---,---,---,---,99471.5,---
2023-04-10T04:50:37-04:00,428.7,---,---,---,---,---,---,---,99484.7,---
2023-04-10T05:24:02-04:00,---,---,31.55,61.38,---,1,0.6,1,---,---
2023-04-10T06:04:58-04:00,---,---,---,---,---,---,---,---,99505.8,---
2023-04-10T06:45:28-04:00,425.7,---,29.6,61.2,---,0.2,0,0.2,99519.5,66.3
2023-04-10T07:27:15-04:00,---,---,---,---,---,---,---,---,---,65.8
2023-04-10T08:03:54-04:00,427.6,---,---,78.24,---,---,---,---,---,---
2023-04-10T08:36:36-04:00,---,---,30.3,---,---,1.3,0.5,0.8,---,65.4
2023-04-10T09:11:12-04:00,424.5,---,30.02,68.49,---,0.7,0.3,0.7,99574.6,65.5
2023-04-10T09:42:37-04:00,---,---,---,---,---,---,---,---,99564.7,---
2023-04-10T10:15:39-04:00,426.8,---,29.39,73.05,---,0.7,0,0.5,---,65.4
2023-04-10T10:47:16-04:00,---,---,---,---,---,---,---,---,99552.5,---
2023-04-10T11:32:04-04:00,425.9,---,28.58,100.25,---,0.3,0.2,0.3,99514,65.8
2023-04-10T12:10:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-10T12:49:07-04:00,427.8,---,27.2,131.13,---,0.9,0.1,0.8,99422.2,66.2
2023-04-10T13:29:57-04:00,---,---,---,---,---,---,---,---,99381,---
2023-04-10T13:59:18-04:00,426.1,---,---,---,---,---,---,---,99330.3,---
2023-04-10T14:37:02-04:00,425.8,---,---,---,---,---,---,---,---,---
2023-04-10T15:12:39-04:00,---,---,---,---,---,---,---,---,---,68.6
2023-04-10T15:46:48-04:00,---,---,---,---,---,---,---,---,99183,---
2023-04-10T16:24:18-04:00,---,---,---,---,---,---,---,---,99126.4,---
2023-04-10T17:02:57-04:00,---,---,25.9,---,---,1.6,1.2,1.6,---,---
2023-04-10T17:40:46-04:00,439.2,---,25.98,121.89,---,2.2,1,1.8,99072.2,77.3
2023-04-10T18:18:13-04:00,438.1,---,25.95,116.58,---,2.2,1.3,1.9,99064.7,77.3
2023-04-10T19:00:56-04:00,---,---,---,---,---,---,---,---,---,75.3
2023-04-10T19:40:58-04:00,439.3,---,---,---,---,---,---,---,---,---
2023-04-10T20:47:14-04:00,445.6,---,---,---,---,---,---,---,99032.4,---
2023-04-10T21:19:43-04:00,446.8,---,---,---,---,---,---,---,---,---
2023-04-10T21:51:17-04:00,427.8,---,---,---,---,---,---,---,---,---
2023-04-10T22:26:10-04:00,---,---,---,---,---,---,---,---,99034.7,---
2023-04-10T23:00:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-10T23:35:47-04:00,---,---,---,77.57,---,---,---,---,---,---
2023-04-11T00:13:27-04:00,---,---,37.76,---,---,6.7,3.6,5.7,---,---
2023-04-11T00:43:02-04:00,---,---,---,---,---,---,---,---,98897.1,---
2023-04-11T01:15:33-04:00,---,---,---,85.47,---,---,---,---,---,---
2023-04-11T01:50:38-04:00,---,---,---,---,---,---,---,---,98869.8,---
2023-04-11T02:26:11-04:00,421.3,---,37.03,82.69,---,6.1,3.3,5.4,98832.6,66.1
2023-04-11T03:01:33-04:00,---,---,36.91,---,---,5.4,3.4,5,---,---
2023-04-11T03:42:02-04:00,416.1,---,36.1,63.64,---,5.6,3.2,4.9,---,66.3
2023-04-11T04:24:24-04:00,---,---,---,---,---,---,---,---,98727.4,---
2023-04-11T04:59:05-04:00,---,---,---,63.72,---,---,---,---,---,---
2023-04-11T05:28:24-04:00,---,---,---,---,---,---,---,---,98709.5,---
2023-04-11T06:05:52-04:00,413.7,---,36.65,65.4,---,4.6,2.7,4.1,98694.4,66.2
2023-04-11T06:43:41-04:00,---,---,35.94,63.04,---,4.4,2.9,4.4,---,66.4
2023-04-11T07:23:20-04:00,---,---,35.32,---,---,---,---,---,---,66.9
2023-04-11T08:00:20-04:00,---,---,---,---,---,---,---,---,98663.5,---
2023-04-11T08:40:06-04:00,410.8,---,35.15,60.64,---,4.5,2.9,4.3,98661.5,67
2023-04-11T09:18:42-04:00,411.6,---,35.21,60.15,---,4.4,2.7,4,98609,67.1
2023-04-11T09:58:45-04:00,---,---,---,---,---,---,---,---,---,67.5
2023-04-11T10:27:18-04:00,---,---,---,---,---,---,---,---,98523.6,---
2023-04-11T11:09:11-04:00,415.1,---,---,---,---,---,---,---,---,---
2023-04-11T11:44:37-04:00,---,---,---,---,---,---,---,---,98450.6,---
2023-04-11T12:29:19-04:00,411.6,---,34.69,52.22,---,5,3,4.5,98391.3,68.5
2023-04-11T13:09:07-04:00,---,---,---,---,---,---,---,---,98333.2,---
2023-04-11T13:46:48-04:00,419.8,---,---,---,---,---,---,---,98274,---
2023-04-11T14:20:08-04:00,---,---,---,---,---,6.3,3.8,4.9,---,---
2023-04-11T14:57:27-04:00,415.3,---,36.21,71.96,---,7.9,4.5,6.9,---,69.3
2023-04-11T15:37:11-04:00,415.3,---,35.35,73.99,---,6.3,4.2,5.7,98067.9,70.2
2023-04-11T16:13:14-04:00,---,---,---,76.74,---,7.5,5,6.8,---,---
2023-04-11T16:43:02-04:00,---,---,---,---,---,---,---,---,98022.9,---
2023-04-11T17:19:45-04:00,---,---,37.4,---,---,6.7,4.6,6.2,---,69.1
2023-04-11T17:55:37-04:00,---,---,39.4,---,---,---,---,---,---,68.7
2023-04-11T18:34:17-04:00,409.7,---,38.5,92.49,---,6.8,4.8,6,97978.3,68.6
2023-04-11T19:15:13-04:00,---,---,---,---,---,---,---,---,97961.2,---
2023-04-11T19:47:08-04:00,409.8,---,39.99,100.24,---,6.3,4.3,5.5,97951.3,68
2023-04-11T20:27:09-04:00,---,---,---,---,---,---,---,---,97975.5,---
2023-04-11T20:55:06-04:00,---,---,40.3,95.41,---,8.3,5.5,7.7,---,67.9
2023-04-11T21:30:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-11T22:02:47-04:00,---,---,40.63,102.4,---,7.8,5.6,7.6,---,67.7
2023-04-11T22:40:44-04:00,409.9,---,---,---,---,---,---,---,97901.8,---
2023-04-11T23:19:01-04:00,408.4,---,40.94,94.01,---,7.5,5.4,7.3,---,67.5
2023-04-11T23:51:32-04:00,410.9,---,40.86,99.5,---,7.7,5.5,7.3,---,67.8
2023-04-12T00:29:13-04:00,410.9,---,---,---,---,---,---,---,97886.8,---
2023-04-12T01:00:08-04:00,---,---,---,95.68,---,---,---,---,---,---
2023-04-12T01:38:51-04:00,---,---,41.47,---,---,6.8,4.2,5.9,---,67.4
2023-04-12T02:06:16-04:00,---,---,41.43,102.21,---,6.7,5,6.7,---,67.4
2023-04-12T02:42:51-04:00,---,---,41.5,---,---,5.7,4.5,5.7,---,67.4
2023-04-12T03:16:24-04:00,---,---,---,---,---,---,---,---,97812,---
2023-04-12T03:49:50-04:00,---,---,---,---,---,---,---,---,97819.6,---
2023-04-12T04:31:15-04:00,410.1,---,---,---,---,---,---,---,97827.1,---
2023-04-12T05:05:43-04:00,---,---,---,---,---,---,---,---,97836.7,---
2023-04-12T05:43:12-04:00,409.8,---,41.77,97.47,---,6,3.8,5.3,---,67.3
2023-04-12T06:24:47-04:00,410.6,---,42.09,103.85,---,5.1,4.1,5,97894.8,67
2023-04-12T07:04:54-04:00,---,---,---,---,---,---,---,---,97913.5,---
2023-04-12T07:46:51-04:00,414,---,42.3,104.8,---,4.2,3,4.1,97938.9,67.1
2023-04-12T08:23:24-04:00,---,---,---,---,---,---,---,---,97939,---
2023-04-12T09:01:11-04:00,---,---,---,---,---,---,---,---,97898.2,---
2023-04-12T09:40:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-12T10:15:22-04:00,414,---,42.56,100,---,4.7,3,4.5,97866.8,67.4
2023-04-12T10:50:59-04:00,414.6,---,---,---,---,---,---,---,97824.8,---
2023-04-12T11:23:12-04:00,414,---,42.11,95.37,---,6.5,4.1,5.9,97795.5,68
2023-04-12T11:57:36-04:00,---,---,41.89,---,---,---,---,---,---,68.4
2023-04-12T12:17:58-04:00,---,---,---,107.81,---,---,---,---,---,---
2023-04-12T12:29:12-04:00,---,---,41.82,---,---,---,---,---,---,---
2023-04-12T12:51:03-04:00,418,---,41.91,97.29,---,6,4,4.5,97732.9,68.8
2023-04-12T13:29:37-04:00,418.7,---,42.52,105.53,---,6.2,4.4,5.8,97667.5,69.2
2023-04-12T15:11:36-04:00,425.8,---,41.04,104.62,---,5.4,3.9,5.2,---,72.9
2023-04-12T15:47:47-04:00,423.3,---,---,107.38,---,7.1,4.5,6.2,97554.9,---
2023-04-12T16:24:20-04:00,423.8,---,---,96.44,---,---,---,---,97538.6,---
2023-04-12T16:59:45-04:00,---,---,37.73,---,---,---,---,---,---,---
2023-04-12T17:34:39-04:00,420.8,---,37.1,94.85,---,6.2,4.1,5.5,97534.4,79.1
2023-04-12T18:12:07-04:00,418.2,---,36.62,106.37,---,5.1,3.6,4.7,97524.2,79.7
2023-04-12T18:50:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-12T19:25:54-04:00,---,---,42.46,---,---,5.5,3.9,5,---,---
2023-04-12T19:55:23-04:00,417.7,---,---,---,---,---,---,---,97579.8,---
2023-04-12T20:30:02-04:00,418.3,---,---,---,---,---,---,---,97599.7,---
2023-04-12T21:05:18-04:00,---,---,---,---,---,---,---,---,97628.4,---
2023-04-12T21:35:29-04:00,423.2,---,---,---,---,---,---,---,97638.6,---
2023-04-12T22:13:59-04:00,---,---,46.06,---,---,---,---,---,---,71.1
2023-04-12T22:51:54-04:00,417.4,---,---,---,---,---,---,---,---,---
2023-04-12T23:27:31-04:00,418.1,---,---,110.74,---,---,---,---,---,---
2023-04-13T00:03:19-04:00,---,---,46.34,---,---,4.7,3.9,4.5,---,70.8
2023-04-13T00:35:48-04:00,---,---,---,---,---,---,---,---,97602.7,---
2023-04-13T01:13:37-04:00,---,---,---,113.93,---,---,---,---,---,---
2023-04-13T01:46:27-04:00,418.8,---,46.44,112.33,---,4.3,2.5,4,---,70.9
2023-04-13T02:23:04-04:00,420,---,47.08,117.56,---,4.7,3.2,4.6,97610.5,70.5
2023-04-13T03:03:59-04:00,420.8,---,47.52,116.52,---,4.5,2.9,3.9,97614.3,70.4
2023-04-13T03:43:48-04:00,420,---,47.52,116.14,---,4,2.9,4,97608.5,70.3
2023-04-13T04:21:40-04:00,420,---,47.26,115.62,---,7,3,5,97617.5,70.3
2023-04-13T04:51:29-04:00,---,---,---,---,---,---,---,---,97624.1,---
2023-04-13T05:39:06-04:00,415,---,47.29,116.56,---,5,3.4,4.6,---,70.3
2023-04-13T06:09:38-04:00,---,---,47.37,---,---,4.3,3.2,4.3,---,---
2023-04-13T06:47:01-04:00,416.4,---,46.96,114.1,---,5.4,3.3,5,97699.1,70.4
2023-04-13T07:32:58-04:00,417.3,---,47.32,117.47,---,5.6,3.3,4.3,97735.2,---
2023-04-13T08:06:27-04:00,419.9,---,---,---,---,---,---,---,97758.6,---
2023-04-13T08:39:38-04:00,---,---,---,110.89,---,---,---,---,---,---
2023-04-13T09:13:52-04:00,---,---,---,---,---,---,---,---,---,70.8
2023-04-13T09:49:30-04:00,416.7,---,47.1,120.41,---,5.2,3.7,5,97756.2,70.8
2023-04-13T10:24:37-04:00,---,---,46.77,---,---,---,---,---,---,---
2023-04-13T11:05:32-04:00,---,---,47.87,---,---,6,3.8,5.3,---,71
2023-04-13T11:51:25-04:00,419.9,---,---,---,---,---,---,---,---,---
2023-04-13T12:33:01-04:00,---,---,---,---,---,---,---,---,---,71.3
2023-04-13T13:06:09-04:00,---,---,46.06,---,---,---,---,---,---,---
2023-04-13T13:37:39-04:00,---,---,45.18,---,---,5.3,3.8,5.1,---,71.8
2023-04-13T14:12:57-04:00,418.8,---,44.86,107.26,---,5.2,3.3,4.7,97642.3,72.4
2023-04-13T14:50:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-13T15:24:09-04:00,---,---,---,---,---,---,---,---,97568.7,---
2023-04-13T16:00:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-13T16:31:36-04:00,429.5,---,38.32,73.12,---,5.3,3.1,4.6,---,80.3
2023-04-13T17:08:16-04:00,431.8,---,37.09,74.4,---,4.7,3.4,4.5,97489.9,81.7
2023-04-13T17:49:32-04:00,431.2,---,---,---,---,---,---,---,---,---
2023-04-13T18:25:55-04:00,426,---,37.02,88.11,---,5.9,3.4,5.3,97518.8,82
2023-04-13T19:01:32-04:00,425.7,---,---,---,---,---,---,---,97528,---
2023-04-13T19:37:08-04:00,---,---,42.8,87.68,---,6.2,4.4,6.1,---,76.9
2023-04-13T20:12:20-04:00,---,---,44.26,---,---,6.3,4.1,6.3,---,75
2023-04-13T20:40:45-04:00,---,---,---,---,---,---,---,---,---,74.2
2023-04-13T21:13:58-04:00,423.2,---,41.99,104.53,---,7.5,5,6.9,97666.2,74
2023-04-13T21:47:39-04:00,425.8,---,---,90.51,---,6.6,4.9,6.3,97699.2,---
2023-04-13T22:25:10-04:00,422.3,---,---,---,---,---,---,---,---,---
2023-04-13T22:54:24-04:00,426.4,---,---,---,---,---,---,---,97737,---
2023-04-13T23:27:17-04:00,---,---,---,---,---,---,---,---,97749.3,---
2023-04-14T00:08:36-04:00,427.2,---,---,---,---,---,---,---,97770.6,---
2023-04-14T00:46:57-04:00,---,---,43.65,---,---,---,---,---,---,72.7
2023-04-14T01:25:59-04:00,425.2,---,43.48,80.99,---,8.2,5.5,7.8,97774.5,---
2023-04-14T02:03:58-04:00,---,---,---,---,---,7.3,4.8,7.2,---,---
2023-04-14T02:40:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-14T03:21:36-04:00,---,---,---,---,---,---,---,---,---,72.2
2023-04-14T03:57:11-04:00,423.9,---,44.65,84.89,---,8.5,5.7,7.9,97734.3,---
2023-04-14T04:38:16-04:00,424.1,---,45.39,89.17,---,7,5.5,6.9,---,71.5
2023-04-14T05:11:53-04:00,---,---,---,---,---,---,---,---,97765.9,---
2023-04-14T05:47:59-04:00,421.2,---,45.13,93.17,---,10.5,6.7,9.8,---,71.2
2023-04-14T06:24:32-04:00,420.9,---,44.68,99.13,---,10.1,6.5,9.8,97796.9,71.7
